"id","familiar_reproducibility","crisis_agree","job","field"
2313,"Fairly familiar","There is a significant crisis of reproducibility","Student","Earth and Environmental Science"
2352,"Very familiar","There is a slight crisis of reproducibility","Staff Scientist","Other"
2353,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
2366,"Fairly familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Other"
2371,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Biology"
2378,"Very familiar","There is a slight crisis of reproducibility","Professor","Earth and Environmental Science"
2381,"Very familiar","There is a significant crisis of reproducibility","Professor","Chemistry"
2394,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
2396,"Fairly familiar","There is a slight crisis of reproducibility","Student","Other"
2404,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Materials Science"
2416,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
2429,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Chemistry"
2430,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
2442,"Not very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
2448,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
2482,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
2546,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
2550,"Very familiar","There is a slight crisis of reproducibility","Professor","Chemistry"
2551,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
2553,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2558,"Very familiar","I don't know","Principal Investigator","Other"
2564,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Physics"
2568,"Fairly familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
2573,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
2580,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Other"
2602,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Other"
2608,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
2609,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
2611,"Not very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
2613,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
2615,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
2620,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
2621,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2622,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2625,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2638,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
2645,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Physics"
2661,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Materials Science"
2667,"Very familiar","There is a significant crisis of reproducibility","Professor","Chemistry"
2669,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2670,"Very familiar","There is a slight crisis of reproducibility","Staff Scientist","Chemistry"
2672,"Fairly familiar","I don't know","PhD Student","Chemistry"
2682,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
2689,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
2696,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
2697,"Very familiar","There is a slight crisis of reproducibility","Professor","Chemistry"
2703,"Very familiar","There is a slight crisis of reproducibility","Student","Biology"
2711,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
2713,"Somewhat familiar","I don't know","Post-doctoral Fellow","Biology"
2733,"Not very familiar","There is a slight crisis of reproducibility","PhD Student","Engineering"
2735,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
2739,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
2740,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
2753,"Very familiar","There is a significant crisis of reproducibility","Student","Biology"
2763,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
2764,"Somewhat familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
2772,"Very familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
2773,"Very familiar","I don't know","PhD Student","Biology"
2774,"Not very familiar","There is a slight crisis of reproducibility","Student","Biology"
2779,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Physics"
2788,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
2796,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
2802,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Materials Science"
2807,"Very familiar","I don't know","PhD Student","Biology"
2818,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
2822,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2826,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2830,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
2836,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
2839,"Very familiar","There is a slight crisis of reproducibility","Consultant/Fellow/Attending Physician","Medicine"
2846,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Materials Science"
2852,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2853,"Fairly familiar","There is a significant crisis of reproducibility","Resident/Registrar","Medicine"
2854,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Medicine"
2862,"Very familiar","There is a significant crisis of reproducibility","Professor","Chemistry"
2881,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2890,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
2894,"Fairly familiar","I don't know","Medical Professional/Doctor","Medicine"
2896,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Earth and Environmental Science"
2913,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
2920,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
2927,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
2932,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
2935,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
2940,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Physics"
2947,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
2961,"Fairly familiar","I don't know","Other (please specify)","Other"
2975,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
2981,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Medicine"
2983,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Chemistry"
2985,"Fairly familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Biology"
2991,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
2994,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
3000,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3003,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3004,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
3006,"Fairly familiar","There is a slight crisis of reproducibility","Professor","Earth and Environmental Science"
3019,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Physics"
3032,"Somewhat familiar","I don't know","PhD Student","Engineering"
3040,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
3041,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Other"
3050,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
3055,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
3060,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3063,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3067,"Fairly familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
3070,"Fairly familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Medicine"
3073,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
3075,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
3088,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Medicine"
3090,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
3109,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
3111,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3116,"Very familiar","I don't know","Principal Investigator","Biology"
3118,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Other"
3119,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3127,"Fairly familiar","I don't know","Other (please specify)","Physics"
3130,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Other"
3133,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
3135,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3138,"Fairly familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
3139,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
3140,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Medicine"
3145,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
3155,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3158,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
3166,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3176,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3178,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
3182,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3199,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Materials Science"
3201,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3202,"Fairly familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
3204,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
3212,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
3216,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3226,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3230,"Very familiar","There is no crisis of reproducibility","Professor","Other"
3233,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Materials Science"
3235,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
3242,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Medicine"
3245,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3259,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
3268,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
3273,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
3292,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3322,"Very familiar","There is no crisis of reproducibility","Professor","Biology"
3325,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
3327,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
3328,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3329,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Materials Science"
3330,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
3331,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
3334,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Chemistry"
3336,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3337,"Very familiar","There is a significant crisis of reproducibility","Student","Biology"
3339,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
3340,"Somewhat familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
3349,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3350,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3351,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Earth and Environmental Science"
3352,"Very familiar","There is a significant crisis of reproducibility","Professor","Engineering"
3354,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
3355,"Fairly familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
3359,"Somewhat familiar","There is a slight crisis of reproducibility","Student","Medicine"
3360,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Physics"
3362,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Biology"
3363,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Earth and Environmental Science"
3364,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
3366,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3367,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3368,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3369,"Somewhat familiar","There is a slight crisis of reproducibility","Research Scientist","Other"
3373,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Earth and Environmental Science"
3375,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Physics"
3376,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
3378,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Engineering"
3379,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Other"
3382,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3388,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
3389,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3393,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
3395,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Materials Science"
3399,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
3401,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Materials Science"
3403,"Fairly familiar","There is a slight crisis of reproducibility","Professor","Physics"
3405,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3408,"Very familiar","I don't know","Professor","Biology"
3409,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
3410,"Somewhat familiar","There is a significant crisis of reproducibility","Senior Scientist","Engineering"
3412,"Fairly familiar","There is a significant crisis of reproducibility","Other (please specify)","Physics"
3414,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3415,"Very familiar","There is no crisis of reproducibility","Senior Scientist","Physics"
3416,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
3417,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3419,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Engineering"
3420,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3423,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Physics"
3426,"Very familiar","There is a significant crisis of reproducibility","Student","Other"
3428,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3431,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Physics"
3435,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Earth and Environmental Science"
3436,"Somewhat familiar","I don't know","Other (please specify)","Physics"
3437,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3438,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3439,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3440,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3450,"Very familiar","There is a significant crisis of reproducibility","Staff Scientist","Biology"
3451,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
3455,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3460,"Very familiar","I don't know","Technician/Research Assistant","Medicine"
3461,"Fairly familiar","I don't know","PhD Student","Biology"
3462,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
3468,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3470,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
3471,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3472,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
3473,"Somewhat familiar","There is no crisis of reproducibility","Post-doctoral Fellow","Physics"
3474,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3477,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
3479,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3480,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Physics"
3481,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3488,"Very familiar","There is a slight crisis of reproducibility","Professor","Physics"
3489,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3490,"Fairly familiar","There is a slight crisis of reproducibility","Student","Biology"
3491,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
3494,"Very familiar","There is a significant crisis of reproducibility","Professor","Materials Science"
3498,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
3499,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
3501,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Biology"
3507,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
3508,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3511,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3512,"Very familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Biology"
3514,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3518,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3519,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Other"
3520,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3524,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
3527,"Very familiar","There is a significant crisis of reproducibility","Staff Scientist","Biology"
3530,"Very familiar","There is a significant crisis of reproducibility","Staff Scientist","Other"
3532,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3534,"Very familiar","There is no crisis of reproducibility","Associate professor/Lecturer","Earth and Environmental Science"
3536,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
3538,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
3539,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3540,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3545,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
3547,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
3548,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Biology"
3549,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
3550,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Medicine"
3551,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
3552,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3555,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
3558,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
3559,"Fairly familiar","There is a slight crisis of reproducibility","Student","Other"
3563,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
3568,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3571,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3574,"Somewhat familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
3584,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3593,"Very familiar","There is a slight crisis of reproducibility","Staff Scientist","Biology"
3595,"Very familiar","There is a significant crisis of reproducibility","Consultant/Fellow/Attending Physician","Medicine"
3603,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Physics"
3609,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Earth and Environmental Science"
3612,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3613,"Very familiar","I don't know","Laboratory Director/Head","Chemistry"
3615,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Physics"
3617,"Very familiar","There is a significant crisis of reproducibility","Professor","Medicine"
3618,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
3624,"Fairly familiar","I don't know","Post-doctoral Fellow","Materials Science"
3625,"Somewhat familiar","There is a significant crisis of reproducibility","Student","Medicine"
3626,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
3627,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3632,"Fairly familiar","There is a slight crisis of reproducibility","Principal Investigator","Other"
3634,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Medicine"
3636,"Somewhat familiar","There is a significant crisis of reproducibility","Other (please specify)","Other"
3645,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3647,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Medicine"
3648,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
3649,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Engineering"
3650,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
3657,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
3660,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
3661,"Very familiar","There is a slight crisis of reproducibility","Professor","Chemistry"
3663,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
3665,"Very familiar","I don't know","Other (please specify)","Other"
3669,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
3670,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
3671,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3672,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3674,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
3676,"Very familiar","I don't know","Laboratory Director/Head","Biology"
3677,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
3678,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Biology"
3679,"Very familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Biology"
3686,"Very familiar","There is no crisis of reproducibility","Associate professor/Lecturer","Other"
3687,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
3688,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3691,"Fairly familiar","There is a significant crisis of reproducibility","Student","Biology"
3698,"Very familiar","There is a significant crisis of reproducibility","Student","Biology"
3701,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3706,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Medicine"
3709,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3714,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3726,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Engineering"
3730,"Very familiar","I don't know","PhD Student","Physics"
3731,"Somewhat familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Chemistry"
3735,"Very familiar","There is no crisis of reproducibility","Student","Biology"
3740,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3742,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3749,"Very familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
3750,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Physics"
3754,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Materials Science"
3763,"Very familiar","There is no crisis of reproducibility","Staff Scientist","Biology"
3765,"Very familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Physics"
3767,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
3768,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
3775,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
3778,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Earth and Environmental Science"
3782,"Somewhat familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
3790,"Very familiar","I don't know","Post-doctoral Fellow","Medicine"
3792,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
3796,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Earth and Environmental Science"
3799,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Earth and Environmental Science"
3800,"Very familiar","There is no crisis of reproducibility","Professor","Other"
3803,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3804,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Materials Science"
3805,"Not very familiar","There is a significant crisis of reproducibility","Other (please specify)","Medicine"
3810,"Not very familiar","There is no crisis of reproducibility","Consultant/Fellow/Attending Physician","Biology"
3811,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
3813,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3815,"Not very familiar","There is a slight crisis of reproducibility","Research Scientist","Medicine"
3816,"Not very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3817,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3819,"Somewhat familiar","There is a slight crisis of reproducibility","Student","Medicine"
3823,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3826,"Fairly familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Physics"
3829,"Somewhat familiar","I don't know","PhD Student","Other"
3832,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Engineering"
3833,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
3839,"Very familiar","There is a slight crisis of reproducibility","Student","Engineering"
3840,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
3849,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
3852,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Materials Science"
3853,"Somewhat familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Earth and Environmental Science"
3854,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
3857,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
3862,"Somewhat familiar","I don't know","Associate professor/Lecturer","Medicine"
3863,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Medicine"
3867,"Fairly familiar","There is a slight crisis of reproducibility","Professor","Engineering"
3870,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Physics"
3872,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Earth and Environmental Science"
3873,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
3874,"Very familiar","There is a slight crisis of reproducibility","Resident/Registrar","Medicine"
